年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,押上（スカイツリー前）,Oshiage(Skytree),,32337,17473,14864,31663,17473,14190,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,,,※,137135,77034,60101,137093,77034,60059,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,目黒,Meguro ,,18363,10601,7762,18850,10601,8249,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,白金台,Shirokanedai,,3016,1503,1513,2881,1503,1378,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,白金高輪,Shirokane-Takanawa,,6701,3237,3464,6434,3237,3197,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,麻布十番,Azabu-Juban,,7725,3086,4639,7643,3086,4557,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,六本木一丁目,Roppongi-Itchome,,12403,6637,5766,12780,6637,6143,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,溜池山王,Tameike-Sanno ,◎,5358,2746,2612,5395,2746,2649,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,永田町,Nagatacho ,◎,2945,1302,1643,2974,1302,1672,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,四ツ谷,Yotsuya,◎,8187,4412,3775,8003,4412,3591,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,市ケ谷,Ichigaya,◎,6716,3593,3123,6466,3593,2873,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,飯田橋,Iidabashi,◎,5971,2823,3148,6050,2823,3227,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,後楽園,Korakuen,◎,7057,3333,3724,7119,3333,3786,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,東大前,Todaimae,,4683,2919,1764,4786,2919,1867,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,本駒込,Hon-Komagome,,3679,2301,1378,3711,2301,1410,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,駒込,Komagome,,6625,3802,2823,6692,3802,2890,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,西ケ原,Nishigahara,,1601,890,711,1595,890,705,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,王子,Oji,,10509,6324,4185,10653,6324,4329,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,王子神谷,Oji-Kamiya,,6476,4215,2261,6259,4215,2044,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,志茂,Shimo,,2677,1630,1047,2635,1630,1005,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,赤羽岩淵,Akabane-Iwabuchi,,16443,11680,4763,16167,11680,4487,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,,,※,126369,68491,57878,126139,68491,57648,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,小竹向原,Kotake-Mukaihara,◎,15530,8731,6799,14219,8731,5488,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,千川,Senkawa,◎,3349,2355,994,3345,2355,990,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,要町,Kanamecho,◎,3539,2220,1319,3429,2220,1209,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,池袋,Ikebukuro,◎,17705,10182,7523,20534,10182,10352,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,雑司が谷,Zoshigaya,,3492,1819,1673,3432,1819,1613,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,西早稲田,Nishi-Waseda,,6513,4082,2431,6535,4082,2453,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,東新宿,Higashi-Shinjuku,,7240,3214,4026,7208,3214,3994,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,新宿三丁目,Shinjuku-Sanchome,◎,11729,5930,5799,11696,5930,5766,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,北参道,Kita-Sando,,4153,1989,2164,4132,1989,2143,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,明治神宮前（原宿）,Meiji-Jingumae(Harajuku),◎,4759,1574,3185,4661,1574,3087,,,,
令和5,2023,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,渋谷,Shibuya,◎,48360,26395,21965,46948,26395,20553,,,,
令和5,2023,都営,Toei Subway,,,,,,1023007,553911,469096,1023263,553911,469352,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,,,※,249979,127048,122931,249979,127048,122931,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,西馬込,Nishi-Magome,,7811,5270,2541,7578,5270,2308,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,馬込,Magome,,4692,2839,1853,4505,2839,1667,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,中延,Nakanobu,,4873,2888,1986,4810,2888,1922,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,戸越,Togoshi,,3756,1964,1792,3576,1964,1612,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,五反田,Gotanda,,10293,5695,4597,10412,5695,4716,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,高輪台,Takanawadai,,2362,1315,1047,2463,1315,1148,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,泉岳寺,Sengakuji,,35583,17103,18480,35830,17103,18727,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,三田,Mita,◎,18164,9337,8827,18251,9337,8914,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,大門,Daimon,◎,17460,8190,9270,17482,8190,9293,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,新橋,Shimbashi,,15363,7272,8091,15204,7272,7932,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,東銀座,Higashi-Ginza,,14300,6728,7572,14635,6728,7907,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,宝町,Takaracho,,5118,2999,2119,5311,2999,2311,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,日本橋,Nihombashi,,15917,8613,7304,16202,8613,7590,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,人形町,Ningyocho,,9520,4645,4875,9303,4645,4658,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,東日本橋,Higashi-Nihombashi,◎,13890,6374,7516,13878,6374,7504,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,浅草橋,Asakusabashi,,10531,5076,5455,10337,5076,5260,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,蔵前,Kuramae,◎,7235,3151,4085,7129,3151,3978,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,浅草,Asakusa,,9444,3224,6220,11096,3224,7872,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,本所吾妻橋,Honjo-Azumabashi,,3797,1932,1864,3651,1932,1719,,,,
令和5,2023,都営,Toei Subway,浅草線,Asakusa Line,押上,Oshiage,,39870,22433,17437,38326,22433,15893,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,,,※,222093,129998,92095,222093,129998,92095,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,目黒,Meguro,,18576,10474,8102,17604,10474,7130,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,白金台,Shirokanedai ,,1660,858,801,1877,858,1018,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,白金高輪,Shirokane-Takanawa,,4253,2093,2160,4357,2093,2265,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,三田,Mita,◎,17509,9514,7995,17635,9514,8121,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,芝公園,Shibakoen,,4833,2851,1982,4915,2851,2064,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,御成門,Onarimon,,7378,4511,2867,7528,4511,3017,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,内幸町,Uchisaiwaicho,,6282,3384,2899,6533,3384,3149,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,日比谷,Hibiya,,14501,7668,6833,14789,7668,7122,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,大手町,Otemachi,,18210,10721,7490,18519,10721,7798,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,神保町,Jimbocho,◎,23944,13239,10705,23979,13239,10740,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,水道橋,Suidobashi,,8023,4262,3761,8328,4262,4066,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,春日,Kasuga,◎,12354,6366,5988,12288,6366,5923,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,白山,Hakusan,,8364,5891,2473,8262,5891,2371,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,千石,Sengoku,,5639,3402,2237,5490,3402,2088,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,巣鴨,Sugamo,,15521,9716,5805,15748,9716,6031,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,西巣鴨,Nishi-Sugamo,,5267,3389,1878,5118,3389,1729,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,新板橋,Shin-Itabashi,,5173,3049,2125,5166,3049,2117,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,板橋区役所前,Itabashikuyakushomae,,6131,3585,2546,6128,3585,2543,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,板橋本町,Itabashihoncho,,6581,4146,2435,6345,4146,2198,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,本蓮沼,Motohasunuma,,4434,2835,1599,4329,2835,1495,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,志村坂上,Shimura-Sakaue,,5273,3335,1938,5284,3335,1949,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,志村三丁目,Shimura-Sanchome,,5445,3553,1892,5331,3553,1777,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,蓮根,Hasune,,3442,2183,1259,3374,2183,1191,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,西台,Nishidai,,4438,2933,1505,4451,2933,1518,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,高島平,Takashimadaira,,4912,3294,1617,4879,3294,1585,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,新高島平,Shin-Takashimadaira,,1671,1167,503,1639,1167,472,,,,
令和5,2023,都営,Toei Subway,三田線,Mita Line,西高島平,Nishi-Takashimadaira,,2279,1579,700,2197,1579,618,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,,,※,244894,136783,108111,245150,136783,108367,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,新宿,Shinjuku,◎,50489,28206,22283,49657,28206,21451,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,新宿三丁目,Shinjuku-Sanchome,,12177,5414,6764,12774,5414,7360,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,曙橋,Akebonobashi,,6548,3450,3098,6368,3450,2918,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,市ヶ谷,Ichigaya,,15432,9013,6419,15898,9013,6885,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,九段下,Kudanshita,,19182,10022,9160,19182,10022,9160,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,神保町,Jimbocho,◎,21187,12061,9127,21273,12061,9212,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,小川町,Ogawamachi,,12569,7224,5345,12748,7224,5524,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,岩本町,Iwamotocho,,9111,4981,4130,9152,4981,4171,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,馬喰横山,Bakuroyokoyama,◎,19450,9922,9528,19394,9922,9472,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,浜町,Hamacho,,3763,1999,1764,3804,1999,1806,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,森下,Morishita,◎,12685,6144,6541,13025,6144,6881,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,菊川,Kikukawa,,4265,2420,1844,4204,2420,1784,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,住吉,Sumiyoshi,,7290,4170,3120,7282,4170,3112,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,西大島,Nishi-Ojima,,4896,2805,2090,4890,2805,2084,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,大島,Ojima,,5679,3408,2271,5547,3408,2139,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,東大島,Higashi-Ojima,,5397,3398,1998,5392,3398,1994,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,船堀,Funabori,,10415,6338,4077,10371,6338,4033,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,一之江,Ichinoe,,7650,4940,2710,7551,4940,2611,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,瑞江,Mizue,,9675,6283,3393,9668,6283,3385,,,,
令和5,2023,都営,Toei Subway,新宿線,Shinjuku Line,篠崎,Shinozaki,,7034,4585,2449,6970,4585,2385,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,,,※,306041,160082,145959,306041,160082,145959,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,新宿西口,Shinjuku-Nishiguchi ,,9858,4719,5140,9020,4719,4302,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,東新宿,Higashi-Shinjuku,,6684,3045,3640,6484,3045,3439,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,若松河田,Wakamatsu-Kawada,,5047,2969,2078,5129,2969,2160,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,牛込柳町,Ushigome-Yanagicho,,3655,2023,1632,3565,2023,1542,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,牛込神楽坂,Ushigome-Kagurazaka ,,2354,1149,1204,2489,1149,1340,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,飯田橋,Iidabashi ,,4972,2616,2357,4924,2616,2308,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,春日,Kasuga,◎,10637,5775,4862,10390,5775,4615,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,本郷三丁目,Hongo-Sanchome,,3719,2105,1614,3823,2105,1718,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,上野御徒町,Ueno-Okachimachi,,9638,4606,5032,9726,4606,5120,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,新御徒町,Shin-Okachimachi,,10139,6005,4134,9699,6005,3694,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,蔵前,Kuramae,◎,6175,2898,3277,6352,2898,3453,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,両国,Ryogoku,,5913,3233,2680,5801,3233,2568,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,森下,Morishita ,◎,11538,5786,5752,11081,5786,5295,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,清澄白河,Kiyosumi-Shirakawa ,,6929,3568,3361,7057,3568,3488,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,門前仲町,Monzen-Nakacho,,13881,7752,6129,13842,7752,6090,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,月島,Tsukishima ,,11955,6333,5622,12082,6333,5749,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,勝どき,Kachidoki ,,14790,8850,5940,14884,8850,6034,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,築地市場,Tsukijishijo ,,4048,2086,1962,4425,2086,2339,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,汐留,Shiodome,,6356,2802,3554,6451,2802,3650,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,大門,Daimon ,,19855,9621,10234,19729,9621,10108,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,赤羽橋,Akabanebashi,,6335,3024,3311,6196,3024,3172,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,麻布十番,Azabu-Juban ,,5641,2423,3218,5594,2423,3172,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,六本木,Roppongi,,14384,6072,8311,14753,6072,8680,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,青山一丁目,Aoyama-Itchome ,,11984,5471,6514,11730,5471,6259,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,国立競技場,Kokuritsu-Kyogijo,,2324,713,1611,2348,713,1635,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,代々木,Yoyogi ,,5619,2692,2927,5639,2692,2947,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,新宿,Shinjuku,◎,21750,11163,10586,23042,11163,11879,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,都庁前,Tochomae,,8166,4336,3830,8670,4336,4334,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,西新宿五丁目,Nishi-Shinjuku-Gochome ,,5832,3056,2776,5542,3056,2486,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,中野坂上,Nakano-Sakaue ,,6919,4097,2822,7030,4097,2933,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,東中野,Higashi-Nakano,,4363,2501,1862,4490,2501,1989,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,中井,Nakai ,,4479,2534,1945,4289,2534,1755,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,落合南長崎,Ochiai-Minami-Nagasaki,,4782,2747,2035,4709,2747,1962,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,新江古田,Shin-Egota,,5112,3082,2031,5020,3082,1939,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,練馬,Nerima,,13667,7975,5691,13571,7975,5596,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,豊島園,Toshimaen,,2479,1169,1309,2472,1169,1302,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,練馬春日町,Nerima-Kasugacho,,3991,2454,1537,3952,2454,1497,,,,
令和5,2023,都営,Toei Subway,大江戸線,Oedo Line,光が丘,Hikarigaoka,,10071,6632,3439,10041,6632,3410,,,,
,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和5年）TOKYO STATISTICAL YEARBOOK ( 2023 ) 4　運輸 4　TRANSPORT ,,,,,,,,,,,,,,,,,,
4-15  地下鉄の駅別乗降車人員 (令和元～5年度） 4-15 NUMBER OF PASSENGERS ON SUBWAY TRAINS BY STATION ( Fiscal Years 2019-2023 ),,,,,,,,,,,,,,,,,,
各駅の乗降車人員は最新年度1年間の合計である。同一会社内の乗り継ぎは除く（但し，都営地下鉄内の乗り継ぎは含む）。 ◎印は同一会社内の乗換え駅を示す。　※印は区部にある駅 (線) を示す。,,,,,,,,,,,,,,,,,,
The number of boarding and deboarding passengers for each station is a one-year total for the most recent fiscal year. Figures exclude transit within same company lines (but include transits between Toei subway lines). Stations marked with ◎ indicate transit stations for lines within the same company. ※ refers to stations (lines) located in the ku area.,,,,,,,,,,,,,,,,,,
資料：東京地下鉄株式会社鉄道本部営業部審査課，都交通局総務部企画調整課 Source: Tokyo Metro Co.， Ltd.; Bureau of Transportation， TMG,,,,,,,,,,,,,,,,,,
（単位　千人) (In thousands),,,,,,,,,,,,,,,,,,
